10238674,      The Winter Sea,Susanna Kearsley,4.08,2259, historical-fiction,940, romance,683, fiction,527, historical,387, time-travel,292, scotland
1146177,      Infidel,Ayaan Hirsi Ali,4.19,1639, non-fiction,794, memoir,739, biography,520, religion,359, africa,267, politics
7559,      Candide: or  Optimism,Michael  Wood,3.77,7192, classics,3683, fiction,2803, philosophy,1105, france,774, literature,529, humor
56867,      Juan Salvador Gaviota,Richard Bach,3.84,2653, fiction,1310, classics,822, philosophy,468, fantasy,394, spirituality,280, inspirational
21531761,      What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.14,4782, non-fiction,3979, science,1250, humor,316, audiobook,197, physics,163, comedy
176651,      The Mists Of Avalon,Marion Zimmer Bradley,4.11,9006, fantasy,2173, fiction,1555, historical-fiction,608, arthurian,471, mythology,451, science-fiction-fantasy
10891018,      The Haunting of Hill House,Laura   Miller,3.84,8423, horror,3686, classics,2923, fiction,1139, gothic,823, mystery,714, paranormal
12425308,      A Dirty Job,Fisher Stevens,4.04,1541, humor,1512, fiction,1334, fantasy,363, comedy,317, paranormal,303, urban-fantasy
424829,      A Separate Peace,John Knowles,3.58,4070, classics,3088, fiction,1227, young-adult,749, historical-fiction,638, school,382, coming-of-age
25859634,      The Indigo Spell,Richelle Mead,4.37,1784, young-adult,1457, vampires,1337, fantasy,1101, paranormal,824, romance,441, magic
31521391,      The Rose & the Dagger,Renée Ahdieh,4.08,3274, fantasy,1768, young-adult,1238, romance,674, retellings,321, magic,288, young-adult-fantasy
35162756,      The Sparrow,Mary Doria Russell,4.12,2258, science-fiction,1582, fiction,387, fantasy,332, religion,249, science-fiction-fantasy,129, speculative-fiction
29739387,      All the Missing Girls,Megan Miranda,3.77,1364, mystery,873, thriller,819, fiction,485, mystery-thriller,312, suspense,251, audiobook
18428067,      A Constellation of Vital Phenomena,Anthony Marra,4.09,1396, fiction,949, historical-fiction,292, war,248, russia,201, literary-fiction,145, historical
21538189,      Half Bad,Sally Green,3.78,2150, fantasy,1475, young-adult,477, paranormal,350, magic,311, witches,269, fiction
16650383,      Lone Wolf,Jodi Picoult,3.71,772, fiction,165, contemporary,108, adult-fiction,82, chick-lit,81, drama,80, adult
8757346,      Feed,M.T. Anderson,3.55,1986, young-adult,1284, science-fiction,823, dystopia,702, fiction,202, teen,147, fantasy
929517,      The Sound And The Fury,William Faulkner,3.86,4775, classics,3382, fiction,719, literature,414, novels,392, american,219, 20th-century
17178,      The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,Ralph Ellison,3.86,4774, classics,3381, fiction,718, literature,414, novels,392, american,219, 20th-century
7897561,      Lover Eternal,J.R. Ward,4.34,2651, romance,2595, paranormal,2372, vampires,2370, paranormal-romance,1205, fantasy,657, urban-fantasy
23168325,      Euphoria,Lily King,3.84,1376, fiction,1366, historical-fiction,193, anthropology,187, historical,145, audiobook,144, literary-fiction
17883719,      Mad About the Boy,Helen Fielding,3.36,766, chick-lit,587, fiction,384, romance,198, humor,153, contemporary,75, audiobook
24870103,      The Last Star,Ben Yannette,3.63,1231, young-adult,817, science-fiction,696, dystopia,309, aliens,280, fiction,217, fantasy
6931274,      Push,Sapphire,3.84,1059, fiction,253, young-adult,175, contemporary,160, african-american,109, abuse,97, adult-fiction
4111868,      North and South,Sally Shuttleworth,4.13,6486, classics,1718, fiction,1393, romance,989, historical-fiction,424, historical,421, 19th-century
4751010,      American Wife,Kimberly Farr,3.75,1015, fiction,285, historical-fiction,102, chick-lit,95, politics,83, contemporary,66, historical
6708,      The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,1992, self-help,1844, non-fiction,1700, spirituality,715, philosophy,593, psychology,508, personal-development
24548849,      The Hounds of the Baskervilles,Arthur Conan Doyle,4.12,6500, classics,5190, mystery,3106, fiction,1232, crime,543, detective,383, mystery-thriller
23287204,      Don Quixote,Edith Grossman,3.88,9181, classics,4381, fiction,987, literature,579, spanish-literature,524, adventure,473, novels
1438312,      A Wizard of Earthsea,Ursula K. Le Guin,3.99,13765, fantasy,2509, fiction,1517, young-adult,956, classics,535, science-fiction-fantasy,454, magic
24331409,      Snow Like Ashes,Sara Raasch,3.9,3969, fantasy,1833, young-adult,620, romance,503, magic,332, young-adult-fantasy,321, high-fantasy
13064072,      Blood Red Road,Moira Young,3.91,1811, young-adult,1476, dystopia,627, fantasy,459, romance,442, science-fiction,381, post-apocalyptic
4836308,      The Physick Book of Deliverance Dane,Katherine Howe,3.71,1385, historical-fiction,983, fiction,551, fantasy,321, mystery,295, historical,280, witches
17471109,      Broken Harbour,Tana French,3.94,2016, mystery,907, fiction,493, crime,367, mystery-thriller,299, ireland,292, thriller
16171207,      Broken Harbor,Tana French,3.94,2017, mystery,908, fiction,493, crime,367, mystery-thriller,299, ireland,292, thriller
12513614,      Captive in the Dark,C.J. Roberts,3.98,1044, dark,757, erotica,738, romance,687, bdsm,330, adult,297, contemporary
3318765,      Wizards First Rule,Terry Goodkind,4.12,9472, fantasy,1000, fiction,521, epic-fantasy,342, high-fantasy,303, science-fiction-fantasy,267, magic
22006767,      My True Love Gave To Me: Twelve Holiday Stories,Stephanie Perkins,3.69,1439, young-adult,1086, short-stories,1006, romance,780, christmas,763, contemporary,331, anthologies
17554411,      Reason to Breathe,Kate Rudd,4.22,945, romance,894, young-adult,438, contemporary,393, new-adult,360, abuse,154, contemporary-romance
9317452,      Rivers of London,Ben Aaronovitch,3.87,4657, fantasy,2419, urban-fantasy,1645, mystery,1183, fiction,813, crime,571, paranormal
22750073,      The Windup Girl,Paolo Bacigalupi,3.75,2703, science-fiction,1235, fiction,734, dystopia,463, steampunk,389, fantasy,229, post-apocalyptic
19793527,      Persepolis I & II,Marjane Satrapi,4.38,4481, graphic-novels,1901, non-fiction,1821, comics,1174, memoir,643, biography,506, history
1272465,      Persepolis,Marjane Satrapi,4.38,4478, graphic-novels,1900, non-fiction,1821, comics,1174, memoir,642, biography,506, history
18210002,      Bully,Penelope Douglas,4.09,1903, romance,1467, new-adult,721, contemporary,646, young-adult,425, high-school,378, contemporary-romance
17256,      The Crucible: A Play in Four Acts,Christopher Bigsby,3.59,8287, classics,4947, plays,2559, fiction,2411, historical-fiction,1466, drama,1428, school
617498,      The Crucible,Arthur  Miller,3.59,8288, classics,4947, plays,2561, fiction,2411, historical-fiction,1466, drama,1427, school
12279393,      Hounded,Luke Daniels,4.08,3625, fantasy,3034, urban-fantasy,628, paranormal,527, fiction,489, magic,461, mythology
69389,      Onze Minutos,Paulo Coelho,3.7,1275, fiction,349, romance,256, novels,227, contemporary,149, philosophy,90, literature
12785610,      The Magician King,Lev Grossman,3.91,4330, fantasy,1097, fiction,363, magic,329, urban-fantasy,217, science-fiction-fantasy,211, audiobook
14748,      Good in Bed,Jennifer Weiner,3.73,2107, chick-lit,1212, fiction,582, romance,210, contemporary,144, adult-fiction,125, adult
25489413,      I Was Here,Gayle Forman,3.76,1386, young-adult,886, contemporary,429, romance,383, fiction,253, realistic-fiction,173, mental-health
6834410,      The Imperfectionists,Tom Rachman,3.55,1322, fiction,163, short-stories,135, italy,114, contemporary,97, literary-fiction,88, journalism
13562049,      Sweet Tooth,Ian McEwan,3.42,1019, fiction,340, historical-fiction,141, mystery,116, literary-fiction,109, british-literature,99, espionage
11421242,      Passion,Lauren Kate,3.88,1823, young-adult,1443, fantasy,1172, angels,989, romance,940, paranormal,329, paranormal-romance
20733636,      Finding Cinderella,Colleen Hoover,4.24,1042, romance,676, new-adult,458, young-adult,448, contemporary,302, novella,171, contemporary-romance
866611,      The House of the Scorpion,Nancy Farmer,4.08,1885, young-adult,1192, science-fiction,689, dystopia,630, fiction,336, fantasy,186, teen
18709675,      Pines,Paul Michael Garcia,3.92,997, thriller,955, mystery,838, fiction,812, science-fiction,801, horror,281, mystery-thriller
4207,      White Teeth,Zadie Smith,3.78,3487, fiction,606, contemporary,366, novels,292, literary-fiction,282, british-literature,228, literature
7059330,      Dewey: The Small-Town Library Cat Who Touched the World,Bret Witter,3.86,1575, non-fiction,696, animals,365, memoir,359, cats,327, biography,94, adult
16140036,      This Man,Andrea Fischer,4.1,1012, romance,503, erotica,290, contemporary-romance,281, contemporary,229, bdsm,218, adult
10803710,      The Alloy of Law,Brandon Sanderson,4.2,7742, fantasy,675, fiction,536, steampunk,320, epic-fantasy,282, high-fantasy,220, audiobook
1102116,      Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.32,2638, fiction,1712, historical-fiction,1217, africa,419, nigeria,415, war,338, historical
26879131,      End of Watch,Stephen King,4.08,994, horror,896, fiction,717, thriller,549, mystery,346, crime,280, audiobook
2337399,      The Murder of Roger Ackroyd,Robin  Bailey,4.24,5361, mystery,1904, fiction,1363, classics,1205, crime,545, mystery-thriller,428, detective
17160326,      After Dark,Jay Rubin,3.71,2106, fiction,760, japan,556, japanese-literature,526, magical-realism,417, contemporary,231, novels
2154456,      Oliver Twist,Garth Nix,3.87,11908, classics,3823, fiction,761, historical-fiction,709, literature,435, novels,409, 19th-century
3466,      The Wedding,Nicholas Sparks,3.98,1666, romance,846, fiction,380, chick-lit,175, contemporary,113, adult,105, adult-fiction
8139322,      De bruiloft,Annemarie Verbeek,3.98,1667, romance,846, fiction,380, chick-lit,175, contemporary,113, adult,105, adult-fiction
13052956,      The Buddha in the Attic,Julie Otsuka,3.63,1087, historical-fiction,1012, fiction,339, japan,196, historical,95, asia,77, adult-fiction
11687451,      The Litigators,John Grisham,3.81,855, fiction,222, thriller,221, mystery,209, legal-thriller,102, crime,81, audiobook
8117684,      Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,4.23,4092, writing,2749, non-fiction,565, memoir,199, self-help,184, essays,184, reference
18478186,      More Than This,Patrick Ness,3.98,1771, young-adult,931, science-fiction,812, lgbt,580, fiction,488, dystopia,334, fantasy
9811998,      Child 44,Dennis Boutsikaris,4.09,1067, fiction,948, historical-fiction,813, mystery,755, thriller,473, crime,285, russia
23617925,      Girl Online,Zoe Sugg,3.7,590, young-adult,485, contemporary,402, romance,123, fiction,93, chick-lit,51, young-adult-contemporary
25782255,      Stars Above,Marissa Meyer,4.2,1906, young-adult,1837, fantasy,1252, science-fiction,682, short-stories,626, retellings,588, romance
21442559,      Lick,Andi Arndt,4.11,1791, romance,1088, new-adult,674, contemporary,568, contemporary-romance,395, music,199, adult
20670382,      The First Fifteen Lives of Harry August,Claire North,4.02,1432, science-fiction,1331, fiction,1099, fantasy,780, time-travel,240, historical-fiction,238, audiobook
18465945,      Maisie Dobbs,Jacqueline Winspear,3.91,3451, mystery,1767, historical-fiction,1070, fiction,437, historical,312, audiobook,260, historical-mystery
26256546,      The Opportunist,Tarryn Fisher,4.21,885, romance,595, new-adult,414, contemporary,236, contemporary-romance,112, adult,101, chick-lit
22548087,      The Vacationers,Kristen Sieh,3.16,951, fiction,183, contemporary,134, chick-lit,101, adult-fiction,96, adult,76, audiobook
17200687,      Rule,Jay Crownover,4.13,1412, romance,1381, new-adult,521, contemporary,357, contemporary-romance,246, college,133, young-adult
29989748,      Bad Feminist: Essays,Bahni Turpin,3.94,4527, non-fiction,3354, feminism,1840, essays,609, memoir,409, audiobook,247, womens
15823424,      The Burgess Boys,Cassandra Campbell,3.58,900, fiction,105, contemporary,95, literary-fiction,77, audiobook,64, adult-fiction,63, family
9258756,      Full Dark  No Stars,Stephen King,4.06,2668, horror,992, short-stories,976, fiction,318, thriller,114, suspense,112, mystery
3263575,      Franny and Zooey,J.D. Salinger,3.98,3089, fiction,2619, classics,618, short-stories,403, literature,258, american,234, novels
17856316,      John Adams,Nelson Runger,4.05,4057, history,3426, biography,1972, non-fiction,638, american-history,573, presidents,337, politics
4041242,      The Book of Mormon,Laurie F. Maffly-Kipp,4.34,952, religion,494, non-fiction,428, lds,211, church,136, spirituality,118, history
9774658,      The Confession,John Grisham,3.85,792, fiction,309, mystery,266, thriller,221, legal-thriller,176, crime,113, suspense
32875660,      Balas en la pizarra,Marieke Nijkamp,3.68,1310, young-adult,762, contemporary,463, fiction,273, realistic-fiction,178, lgbt,138, thriller
36344943,      Origine,Dan Brown,3.86,2828, fiction,1701, thriller,1393, mystery,434, mystery-thriller,342, audiobook,278, suspense
760921,      The Martian Chronicles,Ray Bradbury,4.14,5414, science-fiction,2449, fiction,1935, classics,1415, short-stories,554, fantasy,468, science-fiction-fantasy
29059,      Choke,Chuck Palahniuk,3.7,2920, fiction,412, contemporary,277, humor,214, novels,132, literature,119, adult
4980,      Breakfast of Champions,Kurt Vonnegut Jr.,4.07,4291, fiction,1715, classics,818, science-fiction,612, humor,431, literature,370, novels
29965800,      The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,3.94,6145, non-fiction,4537, self-help,1626, psychology,1145, audiobook,848, personal-development,759, philosophy
30254448,      Britt-Marie Was Here,Joan Walker,4.06,1768, fiction,478, contemporary,323, audiobook,266, humor,170, adult,164, adult-fiction
15983569,      The Art Forger : A Novel,Barbara A. Shapiro,3.72,1038, fiction,650, mystery,454, art,336, historical-fiction,100, contemporary,94, audiobook
15788936,      Etiquette & Espionage,Moira Quirk,3.81,2777, steampunk,2031, young-adult,1717, fantasy,684, historical-fiction,545, paranormal,513, fiction
13600318,      Reckless,S.C. Stephens,4.41,793, romance,492, new-adult,185, contemporary,179, contemporary-romance,107, music,66, adult
17936724,      Mestiza,Jennifer L. Armentrout,4.12,1591, fantasy,1438, young-adult,1093, paranormal,836, romance,801, mythology,343, paranormal-romance
16100228,      Consequences,Aleatha Romig,3.93,589, dark,406, romance,226, abuse,217, contemporary,175, adult,162, erotica
12317877,      The Future of Us,Carolyn Mackler,3.57,1507, young-adult,498, romance,355, fiction,312, contemporary,273, science-fiction,194, time-travel
9284655,      Tigers Curse,Colleen Houck,4.06,1606, fantasy,1068, young-adult,722, romance,350, paranormal,299, mythology,196, magic
12853122,      De laatste liefdesbrief,Milly Clifford,3.97,807, romance,607, fiction,397, historical-fiction,320, chick-lit,169, contemporary,96, historical
7091488,      Dead in the Family,Charlaine Harris,3.89,2155, fantasy,1981, vampires,1559, paranormal,1213, urban-fantasy,948, romance,942, fiction
7969278,      At Home: A Short History of Private Life,Bill Bryson,3.97,3001, non-fiction,2223, history,243, audiobook,215, humor,135, historical,129, science
364131,      A Brief History of Time,Michael Jackson,4.18,8963, science,6504, non-fiction,1512, physics,767, history,370, astronomy,365, philosophy
1108170,      The Bean Trees,Barbara Kingsolver,3.97,2626, fiction,233, contemporary,163, novels,152, literary-fiction,146, adult-fiction,138, adult
526722,      Dead to the World,Charlaine Harris,4.12,3083, fantasy,2680, vampires,2059, paranormal,1643, urban-fantasy,1427, romance,1338, fiction
15739018,      Taking Chances,Molly McAdams,3.85,545, romance,531, new-adult,191, contemporary,175, young-adult,139, college,118, contemporary-romance
815309,      On Chesil Beach,Ian McEwan,3.59,1695, fiction,340, historical-fiction,230, contemporary,203, literary-fiction,155, british-literature,147, novels
31933117,      The Chemist,Stephenie Meyer,3.73,672, fiction,646, thriller,417, mystery,304, romance,235, audiobook,209, suspense
32880994,      Yolcu,Özlem Özarpacı,3.76,1726, fantasy,1359, young-adult,853, time-travel,665, historical-fiction,515, romance,381, science-fiction
18635113,      Elizabeth Is Missing,Emma Healey,3.72,862, fiction,734, mystery,204, contemporary,144, crime,132, mystery-thriller,113, thriller
77267,      Prodigal Summer,Barbara Kingsolver,3.99,2114, fiction,166, contemporary,159, nature,134, novels,133, literary-fiction,101, adult-fiction
5568212,      March,Geraldine Brooks,3.75,1915, historical-fiction,1223, fiction,264, civil-war,263, historical,168, war,108, book-club
31567936,      Grepet av deg,Sylvia Day,4.11,1225, romance,409, erotica,251, contemporary,246, contemporary-romance,226, adult,168, erotic-romance
15746396,      The Orchardist,Amanda Coplin,3.78,868, fiction,776, historical-fiction,114, historical,66, literary-fiction,63, adult-fiction,55, book-club
7940930,      Magic Bites,Ilona Andrews,4.05,4630, urban-fantasy,3631, fantasy,2154, paranormal,1038, magic,1032, vampires,921, romance
23112503,      The Children Act,Lindsay  Duncan,3.7,1276, fiction,244, contemporary,177, literary-fiction,115, british-literature,87, novels,81, audiobook
34454257,      A Rapariga de Antes,Ester Cortegano,3.69,958, thriller,791, mystery,713, fiction,291, suspense,284, mystery-thriller,241, audiobook
17331318,      We Are Water,Wally Lamb,3.81,703, fiction,88, contemporary,81, audiobook,59, literary-fiction,50, family,44, adult-fiction
783291,      The Almost Moon,Alice Sebold,2.69,743, fiction,100, contemporary,52, adult-fiction,47, drama,42, adult,39, novels
6487432,      De stam van de holebeer,Annelies Hazenberg,4.06,3486, historical-fiction,2774, fiction,1107, fantasy,851, historical,306, classics,274, romance
7826363,      The Thousand Autumns of Jacob de Zoet,David Mitchell,4,1586, fiction,1390, historical-fiction,468, japan,303, historical,162, literary-fiction,127, asia
25163290,      The One & Only,Emily Giffin,3.16,483, chick-lit,400, fiction,205, romance,73, audiobook,70, adult-fiction,67, adult
15998118,      Wedding Night,Sophie Kinsella,3.43,1468, chick-lit,775, romance,478, fiction,267, contemporary,172, humor,143, adult
6993023,      Wake,Lisa McMann,3.75,1765, young-adult,537, romance,289, fiction,243, supernatural,218, fantasy,188, mystery
18886735,      Edge of Eternity,Ken Follett,4.13,1771, historical-fiction,713, fiction,218, historical,116, audiobook,47, novels,47, war
21488805,      Rapture - Terangkat,Fanny Yuanita,4.01,1316, young-adult,1115, fantasy,907, angels,778, romance,710, paranormal,238, paranormal-romance
541919,      The Fiery Cross,Diana Gabaldon,4.23,3554, historical-fiction,1662, romance,1327, fiction,1286, fantasy,1073, time-travel,904, historical
11083860,      Well Always Have Summer,Jenny Han,4.1,1229, young-adult,1046, romance,813, contemporary,167, fiction,164, chick-lit,136, realistic-fiction
13630413,      Destroy Me,Tahereh Mafi,4.22,1329, young-adult,1210, dystopia,696, fantasy,531, romance,458, novella,254, paranormal
18468559,      Raw,Belle Aurora,4.2,535, dark,485, romance,224, bdsm,183, contemporary,172, erotica,146, abuse
29487750,      The Wonder,Emma Donoghue,3.62,1814, historical-fiction,1281, fiction,404, mystery,358, historical,271, ireland,153, audiobook
13515498,      Svaniti nel nulla,Carla De Caro,3.41,1139, fiction,199, fantasy,165, science-fiction,143, dystopia,104, contemporary,89, adult-fiction
15956695,      Ulysses,James Joyce,3.73,4664, classics,3309, fiction,778, literature,427, novels,391, ireland,378, irish-literature
7747064,      The Iron Daughter,Julie Kagawa,4.08,2881, fantasy,2119, young-adult,894, romance,672, paranormal,535, fae,474, fairies
11488863,      Der Dieb,Maike Claußnitzer,3.86,6279, fantasy,2479, young-adult,832, fiction,645, adventure,389, historical-fiction,315, young-adult-fantasy
20758103,      The Ask and the Answer,Patrick Ness,4.2,2027, young-adult,1060, science-fiction,1048, dystopia,758, fantasy,553, fiction,193, adventure
8270480,      The Postmistress,Sarah Blake,3.34,1095, historical-fiction,722, fiction,212, historical,168, world-war-ii,133, war,86, audiobook
2540136,      The Age of Innocence,Judith P. Saunders,3.95,6261, classics,2664, fiction,817, historical-fiction,650, romance,450, literature,273, american
7101257,      Little Brother,Cory Doctorow,3.93,1310, young-adult,1099, science-fiction,1012, fiction,474, dystopia,204, teen,194, cyberpunk
19163174,      The Fifth Season,Robin Miles,4.28,11278, fantasy,2629, fiction,1969, science-fiction,839, dystopia,532, adult,516, science-fiction-fantasy
431145,      The Scarlet Pimpernel,Emmuska Orczy,4.05,4548, classics,1895, historical-fiction,1629, fiction,612, adventure,588, romance,465, historical
440578,      The Adventures Of The Scarlet Pimpernel,Emmuska Orczy,4.03,46, classics,33, historical-fiction,24, fiction,13, adventure,5, historical,4, short-stories
9809488,      An Echo in the Bone,Davina Porter,4.43,2747, historical-fiction,1158, romance,965, fiction,956, fantasy,824, time-travel,683, historical
706480,      The Tenth Circle,Jodi Picoult,3.51,1260, fiction,242, contemporary,175, chick-lit,161, adult-fiction,128, adult,119, drama
13753711,      The Chaperone,Laura Moriarty,3.86,1387, historical-fiction,729, fiction,198, historical,136, audiobook,86, adult,77, adult-fiction
228333,      The Nanny Diaries,Nicola Kraus,3.43,1957, fiction,1945, chick-lit,296, contemporary,249, humor,219, romance,191, adult-fiction
13137,      1st to Die,James Patterson,4.08,2054, mystery,817, fiction,665, crime,663, thriller,324, suspense,318, mystery-thriller
30658022,      Always and Forever  Lara Jean,Jenny Han,4.11,2772, young-adult,2376, romance,2039, contemporary,602, fiction,322, audiobook,250, young-adult-contemporary
30556550,      Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,4.23,3416, fantasy,781, fiction,731, young-adult,297, magic,294, plays,181, adventure
16637053,      The Bluest Eye,Toni Morrison,4.07,3703, fiction,2168, classics,815, historical-fiction,505, african-american,388, race,345, literature
11096647,      Flat-Out Love,Jessica Park,4,1028, romance,796, young-adult,652, new-adult,554, contemporary,221, chick-lit,208, fiction
536353,      The War of the Worlds,Andy Sawyer,3.83,6081, classics,5582, science-fiction,2957, fiction,508, fantasy,389, science-fiction-fantasy,343, horror
18332165,      The All-Girl Filling Stations Last Reunion,Fannie Flagg,4,707, fiction,507, historical-fiction,193, humor,137, chick-lit,111, audiobook,81, adult-fiction
13097220,      Sweet Evil,Wendy Higgins,4.09,1319, young-adult,1140, paranormal,968, fantasy,914, romance,890, angels,428, demons
8732706,      Incarceron,Kim Mai Guest,3.64,1978, fantasy,1793, young-adult,824, dystopia,636, science-fiction,487, steampunk,353, fiction
7749,      Fear and Loathing in Las Vegas,Ralph Steadman,4.08,2801, fiction,1093, classics,523, humor,284, journalism,238, novels,228, american
1609208,      Signature Classics   The Three Musketeers,Alexandre Dumas,4.07,10145, classics,3405, fiction,2171, historical-fiction,1260, adventure,673, france,640, literature
17571742,      Ten Tiny Breaths,K.A. Tucker,4.12,1470, new-adult,1389, romance,655, contemporary,291, contemporary-romance,268, young-adult,151, fiction
3118185,      The Gargoyle,Andrew Davidson,3.95,987, fiction,674, fantasy,405, historical-fiction,403, romance,141, historical,107, contemporary
8475505,      Rebel Belle,Rachel Hawkins,3.83,1351, young-adult,1258, fantasy,591, paranormal,586, romance,269, contemporary,238, magic
24909346,      Gemina,Jay Kristoff,4.47,2195, science-fiction,1840, young-adult,430, romance,353, fiction,338, fantasy,307, audiobook
32451438,      Today Will Be Different,Maria Semple,3.18,1191, fiction,217, humor,210, audiobook,205, contemporary,163, adult-fiction,146, chick-lit
6135237,      South of Broad,Pat Conroy,3.81,661, fiction,105, southern,58, historical-fiction,53, contemporary,46, audiobook,39, coming-of-age
4599610,      The Green Mile,Stephen King,4.45,2801, horror,2738, fiction,1006, fantasy,646, thriller,363, mystery,224, supernatural
24926018,      Saint Anything,Sarah Dessen,4.03,1657, young-adult,970, contemporary,866, romance,340, fiction,313, realistic-fiction,138, young-adult-contemporary
4465,      The Adventures of Sherlock Holmes,Arthur Conan Doyle,4.39,114, classics,94, mystery,74, fiction,19, short-stories,17, crime,7, mystery-thriller
13515212,      Petualangan Sherlock Holmes,Arthur Conan Doyle,4.3,6326, classics,4464, mystery,3039, fiction,1281, short-stories,1060, crime,486, detective
10917689,      Geek Love,Katherine Dunn,3.95,1777, fiction,454, horror,323, fantasy,172, contemporary,117, novels,99, literary-fiction
13501304,      Club Dead,Johanna Parker,4.01,3179, fantasy,2770, vampires,2122, paranormal,1666, urban-fantasy,1411, romance,1398, fiction
23128308,      A God in Ruins,Kate Atkinson,3.94,1096, fiction,1033, historical-fiction,177, historical,160, audiobook,157, war,149, literary-fiction
32682118,      One of Us Is Lying,Karen M. McManus,4.05,4298, young-adult,4007, mystery,1700, contemporary,1306, fiction,1270, thriller,789, mystery-thriller
23208604,      The Secret Place,Lara Hutchinson,3.85,1859, mystery,832, fiction,438, crime,347, mystery-thriller,274, thriller,247, ireland
25817876,      The Fireman,Kate Mulgrew,3.9,1819, horror,789, fiction,455, science-fiction,339, fantasy,307, thriller,261, dystopia
35483871,      En av oss lyver,Agnete Øye,4.05,4299, young-adult,4008, mystery,1699, contemporary,1306, fiction,1270, thriller,790, mystery-thriller
24422492,      Never Never: Part Two,Tarryn Fisher,4.05,693, romance,605, young-adult,367, contemporary,355, mystery,315, new-adult,123, paranormal
8123087,      Lock and Key,Sarah Dessen,4,2444, young-adult,1213, romance,957, contemporary,459, fiction,376, realistic-fiction,339, chick-lit
22521286,      The Paper Magician,Charlie N. Holmberg,3.65,3294, fantasy,862, young-adult,614, fiction,498, magic,328, romance,253, historical-fiction
8514901,      Midnights Children,Lyndam Gregory,3.98,3204, fiction,1027, india,970, magical-realism,947, classics,777, historical-fiction,477, fantasy
19282689,      Trahie,Julie Lopez,3.93,2858, young-adult,2476, vampires,2096, fantasy,1361, paranormal,744, romance,441, fiction
15770511,      Where We Belong,Emily Giffin,3.88,816, chick-lit,508, fiction,244, romance,107, contemporary,92, adult-fiction,78, audiobook
7577277,      Mudbound,Hillary Jordan,4.03,989, historical-fiction,889, fiction,149, historical,87, southern,80, adult-fiction,68, book-club
22732374,      The Narrow Road to the Deep North,Richard Flanagan,4.01,1098, fiction,1043, historical-fiction,310, war,267, australia,169, historical,153, world-war-ii
16173061,      Notorious Nineteen,Janet Evanovich,3.94,1183, mystery,432, fiction,368, humor,248, chick-lit,235, romance,121, crime
29486766,      Strange the Dreamer,Laini Taylor,4.27,7562, fantasy,2937, young-adult,1129, romance,751, fiction,525, young-adult-fantasy,446, audiobook
17908462,      Takedown Twenty,Janet Evanovich,3.81,1065, mystery,401, fiction,350, humor,233, chick-lit,178, romance,111, crime
11456153,      Monsters of Men,Nick Podehl,4.24,1644, young-adult,895, science-fiction,874, dystopia,600, fantasy,470, fiction,152, adventure
7063787,      Extras,Rodrigo Corral,3.6,2351, young-adult,1522, dystopia,1063, science-fiction,625, fiction,512, fantasy,206, romance
32831002,      Sleeping Giants,Sylvain Neuvel,3.83,3075, science-fiction,1175, fiction,733, fantasy,486, audiobook,380, adult,204, science-fiction-fantasy
22051581,      Case Histories,Kate Atkinson,3.82,2058, mystery,1374, fiction,556, crime,286, mystery-thriller,162, thriller,145, british-literature
20565724,      The Strange and Beautiful  Sorrows of Ava Lavender,Leslye Walton,4.06,1791, fantasy,1641, young-adult,1607, magical-realism,551, fiction,508, romance,298, historical-fiction
23602778,      The Rithmatist,Brandon Sanderson,4.21,3894, fantasy,1383, young-adult,534, steampunk,379, fiction,296, mystery,203, magic
16145293,      Playing for Keeps,R.L. Mathewson,4.05,2217, romance,897, contemporary-romance,850, contemporary,584, humor,392, adult,316, new-adult
18483294,      The Rook,Daniel OMalley,4.11,2819, fantasy,1113, urban-fantasy,784, mystery,773, fiction,518, paranormal,442, science-fiction
19161855,      The 100,Kass Morgan,3.58,1139, young-adult,754, dystopia,752, science-fiction,280, romance,264, fiction,221, fantasy
9416750,      Squirrel Seeks Chipmunk: A Modest Bestiary,Ian Falconer,3.36,989, fiction,741, short-stories,242, humor,179, comedy,154, animals,97, audiobook
515846,      The Heart Is a Lonely Hunter,Carson McCullers,3.98,2547, fiction,1854, classics,271, literature,236, novels,209, southern,205, american
8283868,      To the Lighthhouse,Eudora Welty,3.78,5354, classics,3448, fiction,611, literature,416, novels,329, british-literature,305, 20th-century
18080377,      The Fiery Heart,Richelle Mead,4.34,1434, young-adult,1194, vampires,1118, fantasy,928, paranormal,737, romance,372, magic
8129930,      The Sugar Queen,Sarah Addison Allen,3.98,968, fiction,761, magical-realism,544, romance,466, chick-lit,449, fantasy,202, contemporary
8079164,      The Beekeepers Apprentice,Laurie R. King,4.06,3436, mystery,1042, fiction,906, historical-fiction,322, historical,215, crime,212, mystery-thriller
10920,      Cold Mountain,Charles Frazier,3.87,2728, historical-fiction,2494, fiction,454, historical,395, romance,387, civil-war,325, war
